Umsteigebauwerke,,,,,,,,,,,,,
,,,,,,,,,,,,,
Typ,Nr.,Name,Umsteigebauwerk_niveau  ,X,Y,Exportnummer,HAFAS-Nr.,,,,,,
Zwischenpunkt,12,"Zugangsbereich Schirwindter Allee, Aufzug zum Bahnsteig",0,4583527,5820339,9746962,,,,,,,
Zugang,4,Zugang (Treppe) Waldbühne/Glockenturmstraße,0,4583375,5820469,9746954,,,,,,,
Zwischenpunkt,9,"Überführung, Treppe zum Zugang Angerburger Allee",-1,4583333,5820437,9746959,,,,,,,
Zugang,3,Zugang (Treppe) Angerburger Allee,0,4583327,5820432,9746953,,,,,,,
Zwischenpunkt,6,"Bahnsteig, Treppe zum Zugangsbereich Schirwindter Allee",-2,4583505,5820348,9746956,,,,,,,
Zugang und ÖV,13,Haltestelle des Ersatzverkehrs,0,4583539,5820334,9746963,,,,,,,
Zwischenpunkt,10,"Überführung, Treppe zum Zugang Waldbühne",-1,4583366,5820458,9746960,,,,,,,
Zwischenpunkt,8,"Überführung, Treppe zum Bahnsteig",-1,4583360,5820445,9746958,,,,,,,
Zwischenpunkt,11,"Zugangsbereich Schirwindter Allee, Treppe zum Bahnsteig",0,4583515,5820343,9746961,,,,,,,
Zugang,2,Zugang Schirwindter Allee,0,4583535,5820336,9746952,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Aufzug zum Zugangsbereich Schirwindter Allee",-2,4583523,5820341,9746957,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-2,4583452,5820375,9746951,,,,,,,
,,,,,,,,,,,,,
Bauwerk,230,S Heerstr.,,4585610,5820240,26105,9026105,,,,,,
Zwischenpunkt,9,"Zwischengeschoss, Treppe zum Bahnsteig",-1,4585575,5820198,9746909,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-2,4585635,5820165,9746901,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Treppe zum Zwischengeschoss",-2,4585586,5820192,9746907,,,,,,,
Zugang,2,Zugang (Rampe) Boyenallee,0,4585558,5820193,9746902,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Aufzug zur Bahnhofshalle",-2,4585568,5820209,9746908,,,,,,,
Zugang,3,Zugang Heerstraße,0,4585552,5820215,9746903,,,,,,,
Zugang und ÖV,6,Bushaltestelle Heerstraße hinter Preußenallee,0,4585534,5820253,9746906,,,,,,,
Zwischenpunkt,11,"Zwischengeschoss, Rampe zum Zugang Boyenallee",-1,4585559,5820195,9746911,,,,,,,
Zwischenpunkt,13,"Bahnhofshalle, Treppe zum Zwischengeschoss",0,4585561,5820202,9746913,,,,,,,
Zwischenpunkt,10,"Zwischengeschoss, Treppe zur Bahnhofshalle",-1,4585564,5820200,9746910,,,,,,,
Zwischenpunkt,12,"Bahnhofshalle, Aufzug zum Bahnsteig",0,4585566,5820207,9746912,,,,,,,
Zugang und ÖV,5,Bushaltestelle Heerstraße hinter Preußenallee,0,4585516,5820252,9746905,,,,,,,
Zugang und ÖV,4,Bushaltestelle Heerstraße hinter Teufelsseestraße,0,4585567,5820217,9746904,,,,,,,
,,,,,,,,,,,,,
Bauwerk,231,S Grunewald,,4585830,5817950,48101,9048101,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,1,4585770,5817987,9746851,,,,,,,
Zwischenpunkt,6,"Unterführung, Treppe zum Bahnsteig Gleis 1+2",0,4585809,5818020,9746856,,,,,,,
Zugang,3,Zugang Trabener Straße/Fontanestraße,0,4585891,5817943,9746853,,,,,,,
Zwischenpunkt,7,"Unterführung, Treppe zum Mahnmal Gleis 17",0,4585856,5817994,9746857,,,,,,,
Zugang und ÖV,4,Bushaltestelle Am Bahnhof Grunewald vor Auerbacher Straße,0,4585922,5817889,9746854,,,,,,,
Zugang und ÖV,9,Bushaltestelle Eichkampstraße Endstelle,0,4585663,5818069,9746859,,,,,,,
Zugang und ÖV,10,Bushaltestelle Eichkampstraße vor Dauerwaldweg,0,4585729,5818124,9746860,,,,,,,
Zugang,2,Zugang Eichkampstraße/Königsweg,0,4585767,5818074,9746852,,,,,,,
Zwischenpunkt,8,"Durchgang, Treppe zum Bahnsteig Gleis 3+4 (außer Betrieb)",0,4585818,5818003,9746858,,,,,,,
Zwischenpunkt,5,"Bahnsteig, Treppe zur Unterführung",1,4585805,5818017,9746855,,,,,,,
,,,,,,,,,,,,,
Bauwerk,233,S Charlottenburg,,4588610,5819910,24101,9024101,,,,,,
Zwischenpunkt,31,"Zugangsbereich Wilmersdorfer Straße, Fahrtreppe zum Bahnsteig (S-Bahn) Gleis 5+6",0,4588807,5819914,9746781,,,,,,,
Zwischenpunkt,38,"Durchgang, Treppe zum Bahnsteig (S-Bahn) Gleis 7+8",1,4588570,5819867,9746788,,,,,,,
Zwischenpunkt,40,"Durchgang, Rampe zum Zugang Gervinusstraße/Lewishamstraße",1,4588591,5819810,9746790,,,,,,,
Zwischenpunkt,41,"Bahnhofshalle, Treppe zum Durchgang",0,4588563,5819880,9746791,,,,,,,
Zwischenpunkt,27,"Bahnsteig (S-Bahn) Gleis 5+6, Aufzug zum Zugangsbereich Wilmersdorfer Straße",2,4588824,5819920,9746777,,,,,,,
Zwischenpunkt,30,"Zugangsbereich Wilmersdorfer Straße, Treppe zum Bahnsteig (S-Bahn) Gleis 7+8",0,4588803,5819932,9746780,,,,,,,
Zwischenpunkt,20,"Tunnel Regionalbahn, Treppe zum Bahnsteig (Regionalbahn) Gleis 3+4",1,4588445,5819783,9746770,,,,,,,
ÖV,2,Bahnsteig (Regionalbahn) Gleis 3+4,2,4588500,5819804,9746752,,,,,,,
Zugang,5,Zugang Wilmersdorfer Straße/Stuttgarter Platz,0,4588809,5819950,9746755,,,,,,,
Zwischenpunkt,15,"Bahnsteig (Regionalbahn) Gleis 1+2, Treppe zum Durchgang",2,4588580,5819817,9746765,,,,,,,
Zwischenpunkt,44,"Bahnsteig (Regionalbahn) Gleis 1+2, Aufzug zum Durchgang",2,4588589,5819821,9746794,,,,,,,
ÖV,4,"Bahnsteig (S-Bahn) Gleis 7+8, Richtung S Westkreuz",2,4588710,5819911,9746754,,,,,,,
Zwischenpunkt,21,"Bahnsteig (S-Bahn) Gleis 5+6, Treppe zum Durchgang",2,4588581,5819854,9746771,,,,,,,
Zugang und ÖV,10,Bushaltestelle Stuttgarter Platz vor Lewishamstraße,0,4588533,5819929,9746760,,,,,,,
Zwischenpunkt,42,"Bahnsteig (Regionalbahn) Gleis 3+4, Aufzug zum Durchgang",2,4588584,5819835,9746792,,,,,,,
Zwischenpunkt,43,"Durchgang, Aufzug zum Bahnsteig (Regionalbahn), Gleis 3+4",1,4588583,5819837,9746793,,,,,,,
Zwischenpunkt,32,"Zugangsbereich Wilmersdorfer Straße, Fahrtreppe zum Bahnsteig (S-Bahn) Gleis 7+8",0,4588804,5819929,9746782,,,,,,,
Zwischenpunkt,33,"Zugangsbereich Wilmersdorfer Straße, Aufzug zum Bahnsteig (S-Bahn) Gleis 5+6",0,4588826,5819923,9746783,,,,,,,
Zwischenpunkt,36,"Durchgang, Treppe zum Bahnsteig (Regionalbahn) Gleis 3+4",1,4588579,5819834,9746786,,,,,,,
Zwischenpunkt,24,"Bahnsteig (S-Bahn) Gleis 7+8, Treppe zum Zugangsbereich Wilmersdorfer Straße",2,4588791,5819929,9746774,,,,,,,
Zugang und ÖV,8,Bushaltestelle Lewishamstraße vor Gervinusstraße,0,4588630,5819794,9746758,,,,,,,
ÖV,1,Bahnsteig (Regionalbahn) Gleis 1+2,2,4588504,5819788,9746751,,,,,,,
Zugang und ÖV,14,Bushaltestelle Stuttgarter Platz vor Wilmersdorfer Straße (EV),0,4588779,5819968,9746764,,,,,,,
Zwischenpunkt,37,"Durchgang, Treppe zum Bahnsteig (S-Bahn) Gleis 5+6",1,4588576,5819852,9746787,,,,,,,
Zwischenpunkt,23,"Bahnsteig (S-Bahn) Gleis 5+6, Treppe zum Zugangsbereich Wilmersdorfer Straße",2,4588795,5819915,9746773,,,,,,,
Zwischenpunkt,28,"Bahnsteig (S-Bahn) Gleis 7+8, Aufzug zum Zugangsbereich Wilmersdorfer Straße",2,4588822,5819932,9746778,,,,,,,
Zwischenpunkt,18,"Bahnsteig (Regionalbahn) Gleis 3+4, Treppe zum Tunnel Regionalbahn",2,4588453,5819786,9746768,,,,,,,
Zwischenpunkt,17,"Bahnsteig (Regionalbahn) Gleis 3+4, Treppe zum Durchgang",2,4588574,5819832,9746767,,,,,,,
Zwischenpunkt,45,"Durchgang, Aufzug zum Bahnsteig (Regionalbahn), Gleis 1+2",1,4588590,5819819,9746795,,,,,,,
Zugang,7,Zugang (Rampe) Gervinusstraße/Lewishamstraße/Kurfürstendamm,0,4588595,5819798,9746757,,,,,,,
Zugang und ÖV,9,Bushaltestelle Lewishamstraße vor Gervinusstraße,0,4588673,5819769,9746759,,,,,,,
ÖV,3,"Bahnsteig (S-Bahn) Gleis 5+6, Richtung S+U Zoologischer Garten Bhf",2,4588715,5819897,9746753,,,,,,,
Zwischenpunkt,22,"Bahnsteig (S-Bahn) Gleis 7+8, Treppe zum Durchgang",2,4588574,5819869,9746772,,,,,,,
Zugang und ÖV,13,Bushaltestelle Stuttgarter Platz hinter Wilmersdorfer Straße (EV),0,4588773,5819980,9746763,,,,,,,
Zwischenpunkt,34,"Zugangsbereich Wilmersdorfer Straße, Aufzug zum Bahnsteig (S-Bahn) Gleis 7+8",0,4588823,5819936,9746784,,,,,,,
Zwischenpunkt,35,"Durchgang, Treppe zum Bahnsteig (Regionalbahn) Gleis 1+2",1,4588584,5819818,9746785,,,,,,,
Zwischenpunkt,39,"Durchgang, Treppe zur Bahnhofshalle",1,4588565,5819875,9746789,,,,,,,
Zwischenpunkt,25,"Bahnsteig (S-Bahn) Gleis 5+6, Fahrtreppe vom Zugangsbereich Wilmersdorfer Straße",2,4588797,5819911,9746775,,,,,,,
Zwischenpunkt,26,"Bahnsteig (S-Bahn) Gleis 7+8, Fahrtreppe vom Zugangsbereich Wilmersdorfer Straße",2,4588792,5819926,9746776,,,,,,,
Zwischenpunkt,29,"Zugangsbereich Wilmersdorfer Straße, Treppe zum Bahnsteig (S-Bahn) Gleis 5+6",0,4588806,5819918,9746779,,,,,,,
Zwischenpunkt,19,"Tunnel Regionalbahn, Treppe zum Bahnsteig (Regionalbahn) Gleis 1+2",1,4588451,5819768,9746769,,,,,,,
Zugang,6,Zugang Kaiser-Friedrich-Straße/Stuttgarter Platz,0,4588553,5819902,9746756,,,,,,,
Zwischenpunkt,16,"Bahnsteig (Regionalbahn) Gleis 1+2, Treppe zum Tunnel Regionalbahn",2,4588459,5819771,9746766,,,,,,,
,,,,,,,,,,,,,
Bauwerk,232,S Nikolassee,,4581320,5811530,52201,9052201,,,,,,
Zwischenpunkt,21,"Zugangsbereich Strandbad Wannsee, Treppe zum Bahnsteig Gleis 3+4",0,4581245,5811574,9746821,,,,,,,
ÖV,2,Bahnsteig Gleis 3+4,1,4581254,5811629,9746802,,,,,,,
Zugang und ÖV,7,Bushaltestelle Hohenzollernplatz gegenüber Prinz-Friedrich-Leopold-Straße,0,4581309,5811507,9746807,,,,,,,
Zwischenpunkt,15,"Überführung, Treppe zum Bahnsteig Gleis 1+2",1,4581328,5811628,9746815,,,,,,,
Zwischenpunkt,18,"Zugangsbereich Borussenstr., Rampe zur Überführung",0,4581282,5811661,9746818,,,,,,,
Zwischenpunkt,19,"Zugangsbereich Borussenstr., Treppe (Nord) zum Bahnsteig Gleis 3+4",0,4581259,5811674,9746819,,,,,,,
Zwischenpunkt,22,"Zugangsbereich Strandbad Wannsee, Treppe zur Unterführung",0,4581264,5811555,9746822,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,0,4581317,5811607,9746801,,,,,,,
Zwischenpunkt,11,"Bahnsteig Gleis 1+2, Treppe zur Unterführung",0,4581288,5811554,9746811,,,,,,,
Zugang und ÖV,6,Bushaltestelle Borussenstraße gegenüber Rosemeyerweg,0,4581223,5811660,9746806,,,,,,,
Zwischenpunkt,25,"Unterführung, Treppe zum Zugangsbereich Hohenzollernplatz",-1,4581299,5811533,9746825,,,,,,,
Zugang und ÖV,8,Bushaltestelle Prinz-Friedrich-Leopold-Straße vor Hohenzollernplatz,0,4581381,5811478,9746808,,,,,,,
Zwischenpunkt,10,"Bahnsteig Gleis 1+2, Aufzug zur Überführung",0,4581335,5811638,9746810,,,,,,,
Zwischenpunkt,24,"Unterführung, Treppe zum Bahnsteig Gleis 1+2",-1,4581286,5811550,9746824,,,,,,,
Zwischenpunkt,17,"Überführung, Rampe zum Zugangsbereich Borussenstr.",1,4581322,5811638,9746817,,,,,,,
Zugang,3,Zugang Borussenstr./Strandbad Wannsee,0,4581227,5811573,9746803,,,,,,,
Zwischenpunkt,20,"Zugangsbereich Borussenstr., Treppe (Süd) zum Bahnsteig Gleis 3+4",0,4581258,5811665,9746820,,,,,,,
Zwischenpunkt,14,"Bahnsteig Gleis 3+4, Treppe zum Zugangsbereich Strandbad Wannsee",1,4581246,5811581,9746814,,,,,,,
Zwischenpunkt,23,"Unterführung, Treppe zum Zugangsbereich Strandbad Wannsee",-1,4581271,5811551,9746823,,,,,,,
Zugang,4,Zugang Borussenstr.,0,4581234,5811673,9746804,,,,,,,
Zwischenpunkt,16,"Überführung, Aufzug zum Bahnsteig Gleis 1+2",1,4581333,5811635,9746816,,,,,,,
Zwischenpunkt,26,"Zugangsbereich Hohenzollernplatz, Treppe zur Unterführung",0,4581302,5811529,9746826,,,,,,,
Zugang,5,Zugang Hohenzollernplatz/Alemannenstr.,0,4581313,5811521,9746805,,,,,,,
Zwischenpunkt,13,"Bahnsteig Gleis 3+4, Tr. (Süd) zum Zugangsbereich Borussenstr.",1,4581257,5811658,9746813,,,,,,,
Zwischenpunkt,9,"Bahnsteig Gleis 1+2, Treppe zur Überführung",0,4581326,5811625,9746809,,,,,,,
Zwischenpunkt,12,"Bahnsteig Gleis 3+4, Tr. (Nord) zum Zugangsbereich Borussenstr.",1,4581261,5811683,9746812,,,,,,,
,,,,,,,,,,,,,
Bauwerk,234,S Friedenau,,4591280,5816150,60101,9060101,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,0,4591249,5816090,9746701,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Aufzug zur Unterführung",0,4591208,5816033,9746707,,,,,,,
Zwischenpunkt,10,"Unterführung, Treppe zum Zugang Baumeisterstr./Bahnhofstr.",-1,4591199,5816047,9746710,,,,,,,
Zwischenpunkt,11,"Unterführung, Rampe zum Zugang Rembrandtstraße",-1,4591217,5816032,9746711,,,,,,,
Zwischenpunkt,9,"Unterführung, Aufzug zum Bahnsteig",-1,4591210,5816036,9746709,,,,,,,
Zugang,2,Zugang (Treppe) Baumeisterstraße/Bahnhofstraße,0,4591187,5816055,9746702,,,,,,,
Zugang,3,Zugang (Rampe) Rembrandtstraße,0,4591249,5816009,9746703,,,,,,,
Zwischenpunkt,6,"Bahnsteig, Treppe zur Unterführung",0,4591218,5816047,9746706,,,,,,,
Zwischenpunkt,8,"Unterführung, Treppe zum Bahnsteig",-1,4591213,5816042,9746708,,,,,,,
,,,,,,,,,,,,,
Bauwerk,235,S Feuerbachstr.,,4590660,5815320,63101,9063101,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-1,4590651,5815290,9746651,,,,,,,
Zugang,3,Seitenzugang Feuerbachstraße,0,4590657,5815332,9746653,,,,,,,
Zugang,4,Zugang (Aufzug) Feuerbachbrücke,0,4590692,5815350,9746654,,,,,,,
Zugang und ÖV,5,Bushaltestelle Feuerbachstraße vor Schöneberger Straße,0,4590666,5815364,9746655,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Treppe (am Aufzug) zur Bahnhofshalle",-1,4590676,5815325,9746657,,,,,,,
Zwischenpunkt,9,"Bahnsteig, Aufzug zum Zugang Feuerbachbrücke",-1,4590690,5815347,9746659,,,,,,,
Zwischenpunkt,10,"Bahnhofshalle, Treppe zum Bahnsteig (am Aufzug)",0,4590671,5815320,9746660,,,,,,,
Zugang und ÖV,6,Bushaltestelle Feuerbachstraße hinter Alsenstraße,0,4590659,5815341,9746656,,,,,,,
Zwischenpunkt,11,"Bahnhofshalle, Treppe zum Bahnsteig",0,4590668,5815315,9746661,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Treppe zur Bahnhofshalle",-1,4590664,5815309,9746658,,,,,,,
Zugang,2,Zugang Feuerbachstraße,0,4590650,5815330,9746652,,,,,,,
,,,,,,,,,,,,,
Bauwerk,236,S Botanischer Garten,,4588970,5813460,66102,9066102,,,,,,
Zugang,3,Zugang (Treppe) Moltkestraße,0,4588901,5813506,9746603,,,,,,,
Zugang und ÖV,6,Bushaltestelle Gardeschützenweg vor Moltkestraße,0,4588920,5813390,9746606,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Aufzug zum Zugang Moltkestraße",-2,4588906,5813505,9746608,,,,,,,
Zugang,2,Zugang (Aufzug) Moltkestraße,0,4588903,5813502,9746602,,,,,,,
Zugang,4,Zugang Enzianstraße,0,4588891,5813524,9746604,,,,,,,
Zwischenpunkt,10,"Zwischengeschoss, Treppe zum Zugang Moltkestraße",-1,4588906,5813509,9746610,,,,,,,
Zugang und ÖV,14,Bushaltestelle Moltkestraße hinter Gardeschützenweg,0,4588928,5813460,9746614,,,,,,,
Zwischenpunkt,12,"Bahnhofshalle, Rampe zum Zwischengeschoss",0,4588903,5813521,9746612,,,,,,,
Zugang und ÖV,5,Bushaltestelle Gardeschützenweg vor Moltkestraße,0,4588975,5813440,9746605,,,,,,,
Zwischenpunkt,9,"Zwischengeschoss, Treppe zum Bahnsteig",-1,4588913,5813514,9746609,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-2,4588979,5813553,9746601,,,,,,,
Zugang und ÖV,13,Bushaltestzelle Enzianstraße hinter Neuchateller Straße,0,4588887,5813520,9746613,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Treppe zum Zwischengeschoss",-2,4588929,5813522,9746607,,,,,,,
Zwischenpunkt,11,"Zwischengeschoss, Rampe zur Bahnhofshalle",-1,4588908,5813514,9746611,,,,,,,
,,,,,,,,,,,,,
Bauwerk,237,S Lichterfelde West,,4588150,5813000,66101,9066101,,,,,,
Zugang und ÖV,5,Bushaltestelle Drakestraße vor Curtiusstraße,0,4588253,5813002,9746555,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Aufzug zur Unterführung",0,4588118,5813054,9746558,,,,,,,
Zwischenpunkt,12,"Unterführung, Treppe zum Zugang Drakestraße/Hans-Sachs-Straße",-1,4588130,5813028,9746562,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,0,4588086,5813031,9746551,,,,,,,
Zwischenpunkt,10,"Unterführung, Aufzug zum Bahnsteig",-1,4588114,5813052,9746560,,,,,,,
Zwischenpunkt,11,"Unterführung, Treppe zum Zugang Drakestraße/Knesebeckstraße",-1,4588102,5813065,9746561,,,,,,,
Zwischenpunkt,9,"Unterführung, Treppe zum Bahnsteig",-1,4588109,5813045,9746559,,,,,,,
Zugang und ÖV,6,Bushaltestelle Drakestraße vor Prausestraße,0,4588264,5813011,9746556,,,,,,,
Zugang,4,Zugang (Treppe) Drakestraße/Hans-Sachs-Straße/Curtiusstraße,0,4588140,5813034,9746554,,,,,,,
Zugang,2,Zugang (Treppe) Drakestraße/Knesebeckstraße,0,4588099,5813068,9746552,,,,,,,
Zwischenpunkt,13,"Unterführung, Aufzug zum Zugang Drakestraße/Hans-Sachs-Straße",-1,4588129,5813024,9746563,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Treppe zur Unterführung",0,4588102,5813041,9746557,,,,,,,
Zugang,3,Zugang (Aufzug) Drakestraße/Hans-Sachs-Straße/Curtiusstraße,0,4588131,5813021,9746553,,,,,,,
,,,,,,,,,,,,,
Bauwerk,238,S Sundgauer Str.,,4586710,5812200,49202,9049202,,,,,,
Zwischenpunkt,12,"Zwischengeschoss, Treppe zur Bahnhofshalle",-1,4586727,5812215,9746512,,,,,,,
Zwischenpunkt,9,"Bahnsteig, Treppe (Süd) zum Zwischengeschoss",-2,4586721,5812208,9746509,,,,,,,
Zwischenpunkt,10,"Zwischengeschoss, Treppe (Nord) zum Bahnsteig",-1,4586733,5812216,9746510,,,,,,,
Zugang,3,Zugang Sundgauer Straße (Seiteneingang),0,4586718,5812229,9746503,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-2,4586771,5812237,9746501,,,,,,,
Zugang und ÖV,5,Bushaltestelle Sundgauer Straße am S-Bahnhof,0,4586689,5812243,9746505,,,,,,,
Zugang,2,Zugang Sundgauer Straße (Haupteingang),0,4586714,5812218,9746502,,,,,,,
Zwischenpunkt,13,"Bahnhofshalle, Treppe zum Zwischengeschoss",0,4586725,5812218,9746513,,,,,,,
Zwischenpunkt,11,"Zwischengeschoss, Treppe (Süd) zum Bahnsteig",-1,4586724,5812210,9746511,,,,,,,
Zugang,4,Zugang (Aufzug) Sundgauer Straße,0,4586701,5812195,9746504,,,,,,,
Zugang und ÖV,6,Bushaltestelle Sundgauer Straße hinter S-Bahnbrücke,0,4586742,5812133,9746506,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Treppe (Nord) zum Zwischengeschoss",-2,4586737,5812219,9746508,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Aufzug zum Zugang Sundgauer Straße",-2,4586697,5812193,9746507,,,,,,,
,,,,,,,,,,,,,
Bauwerk,239,S Schlachtensee,,4582800,5812570,50355,9050355,,,,,,
Zugang,2,Zugang Altvaterstraße/Breisgauer Straße/Matterhornstraße,0,4582662,5812509,9746452,,,,,,,
Zwischenpunkt,6,"Zwischengeschoss, Rampe zum Bahnsteig",1,4582663,5812530,9746456,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,2,4582761,5812567,9746451,,,,,,,
Zwischenpunkt,8,"Durchgang, Treppe zum Bahnsteig",0,4582660,5812536,9746458,,,,,,,
Zwischenpunkt,5,"Bahnsteig, Rampe zum Zwischengeschoss",2,4582674,5812534,9746455,,,,,,,
Zwischenpunkt,9,"Durchgang, Aufzug zum Zwischengeschoss",0,4582650,5812533,9746459,,,,,,,
Zugang,3,Zugang Am Schlachtensee,0,4582649,5812551,9746453,,,,,,,
Zwischenpunkt,4,"Bahnsteig, Treppe zum Durchgang",2,4582673,5812539,9746454,,,,,,,
Zugang und ÖV,10,Haltestelle des Ersatzverkehrs,0,4582647,5812558,9746460,,,,,,,
Zwischenpunkt,7,"Zwischengeschoss, Aufzug zum Durchgang",1,4582653,5812533,9746457,,,,,,,
,,,,,,,,,,,,,
Bauwerk,240,S Mexikoplatz,,4583890,5812260,50301,9050301,,,,,,
Zwischenpunkt,8,"Bahnsteig, Aufzug zum Zugang Lindenthaler Allee",2,4583896,5812273,9746408,,,,,,,
Zwischenpunkt,10,"Eingangshalle, Treppe zum Zugang Lindenthaler Allee",1,4583893,5812268,9746410,,,,,,,
Zugang,2,Zugang (Treppe) Lindenthaler Allee/Matterhornstraße,0,4583890,5812269,9746402,,,,,,,
Zugang,3,Zugang (Aufzug) Lindenthaler Allee,0,4583893,5812274,9746403,,,,,,,
Zwischenpunkt,11,"Eingangshalle, Treppe zum Zugang Mexikoplatz",1,4583917,5812292,9746411,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Treppe zur Eingangshalle",2,4583910,5812258,9746407,,,,,,,
Zugang und ÖV,6,Bushaltestelle Lindenthaler Allee hinter Mexikoplatz,0,4583883,5812290,9746406,,,,,,,
Zwischenpunkt,9,"Eingangshalle, Treppe zum Bahnsteig",1,4583900,5812265,9746409,,,,,,,
Zugang und ÖV,5,Bushaltestelle Lindenthaler Allee vor Mexikoplatz,0,4583877,5812260,9746405,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,2,4583955,5812228,9746401,,,,,,,
Zugang,4,Zugang (Treppe) Mexikoplatz/Argentinische Allee,0,4583918,5812294,9746404,,,,,,,
,,,,,,,,,,,,,
Bauwerk,241,S Messe Süd,,4586380,5819160,25423,9025423,,,,,,
Zwischenpunkt,6,"Bahnsteig, Treppe zum Zwischengeschoss",-2,4586356,5819152,9746356,,,,,,,
Zwischenpunkt,13,"Überführung (Jafféstraße), Treppe zum Zwischengeschoss",0,4586347,5819163,9746363,,,,,,,
Zwischenpunkt,5,"Bahnsteig, Treppe zum Messezugang",-2,4586290,5819184,9746355,,,,,,,
Zwischenpunkt,12,"Überführung (Waldschulallee), Treppe zum Zwischengeschoss",0,4586342,5819151,9746362,,,,,,,
Zugang und ÖV,16,Bushaltestelle Eichkampstraße hinter Waldschulallee,0,4586356,5818977,9746366,,,,,,,
Zwischenpunkt,9,"Zwischengeschoss, Treppe zum Bahnsteig",-1,4586348,5819155,9746359,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Treppe zum Zugang Messedamm",-2,4586451,5819120,9746358,,,,,,,
Zugang,2,Zugang (Treppe) Messedamm,0,4586457,5819118,9746352,,,,,,,
Zwischenpunkt,14,"Überführung, Aufzug zum Bahnsteig",0,4586334,5819161,9746364,,,,,,,
Zugang und ÖV,17,Bushaltestelle Eichkampstraße vor Waldschulallee,0,4586369,5818977,9746367,,,,,,,
Zwischenpunkt,11,"Zwischengeschoss, Treppe zur Überführung (Jafféstraße)",-1,4586346,5819160,9746361,,,,,,,
Zwischenpunkt,10,"Zwischengeschoss, Treppe zur Überführung (Waldschulallee)",-1,4586343,5819154,9746360,,,,,,,
Zugang und ÖV,15,Bushaltestelle Waldschulallee Vorplatz,0,4586461,5819118,9746365,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-2,4586376,5819145,9746351,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Aufzug zur Überführung",-2,4586332,5819162,9746357,,,,,,,
Zugang,3,Zugang Jafféstraße,0,4586357,5819188,9746353,,,,,,,
Zugang,4,Zugang Waldschulallee,0,4586330,5819122,9746354,,,,,,,
,,,,,,,,,,,,,
Bauwerk,242,S Zehlendorf,,4585750,5811620,49201,9049201,,,,,,
Zugang,3,Zugang Teltower Damm/Machnower Straße,0,4585761,5811613,9746303,,,,,,,
Zugang und ÖV,4,Bushaltestelle Teltower Damm vor Gartenstraße,0,4585738,5811688,9746304,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Treppe zum Durchgang",1,4585745,5811630,9746307,,,,,,,
Zugang und ÖV,6,Bushaltestelle Teltower Damm vor Machnower Straße,0,4585768,5811577,9746306,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Aufzug zum Durchgang",1,4585747,5811635,9746308,,,,,,,
Zwischenpunkt,9,"Durchgang, Aufzug zum Bahnsteig",0,4585749,5811636,9746309,,,,,,,
Zugang und ÖV,5,Bushaltestelle Teltower Damm 22 vor Gartenstraße,0,4585729,5811763,9746305,,,,,,,
Zugang,2,Zugang Teltower Damm/Rathaus Zehlendorf,0,4585751,5811643,9746302,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,1,4585709,5811614,9746301,,,,,,,
Zwischenpunkt,10,"Durchgang, Treppe zum Bahnsteig",0,4585750,5811631,9746310,,,,,,,
,,,,,,,,,,,,,
Bauwerk,243,S Marienfelde,,4593640,5810950,73101,9073101,,,,,,
Zugang und ÖV,5,Bushaltestelle Bahnhofsvorplatz 3. Position,0,4593612,5810945,9746255,,,,,,,
Zugang,2,Zugang (Stufe) Kiepertplatz/Marienfelder Allee,0,4593615,5810939,9746252,,,,,,,
Zwischenpunkt,10,"Unterführung, Treppe zum Zugangsbereich",-1,4593627,5810944,9746260,,,,,,,
Zugang und ÖV,3,Bushaltestelle Bahnhofsvorplatz letzte Position,0,4593628,5810889,9746253,,,,,,,
Zugang und ÖV,6,Bushaltestelle Bahnhofsvorplatz 2. Position,0,4593605,5810971,9746256,,,,,,,
